click_count,session_duration,pages_visited,time_on_page,click_rate,device_id_frequency,ip_address_frequency,user_agent_score,geographic_anomaly,time_anomaly,click_pattern_score,browser_consistency,device_consistency,referrer_credibility,ad_position_clicks,conversion_likelihood,historical_behavior_score,velocity_score,bot_probability,engagement_score,is_fraud,device_type,browser,country
17,620.278116575653,3,14.213274440915546,0.5010353353773871,120,20,0.4692717025758248,0.43145754604106334,0.4353425725735323,0.3802860959670697,0.5819665896457609,0.4036813292553064,0.5764226678637527,5,0.5175259338365641,0.40554752776315794,0.5456921341698727,0.5378081505267116,0.46794207358626905,0,Desktop,Chrome,China
30,372.65935776021144,8,87.27797003406253,0.5873659689298142,148,116,0.48396927492162256,0.5848674407806552,0.36132502647985404,0.6365371799584952,0.4576845863233633,0.7242784391786966,0.19645972968042633,20,0.699132155007219,0.5720051262404225,0.6639789719390108,0.7646452403398271,0.6312795577033887,0,Desktop,Safari,USA
51,705.2480597462051,2,53.80212621405872,0.6859541923043092,8,90,0.6416547922524445,0.49103816059056615,0.5142715735446737,0.5512077772429579,0.40641374119111034,0.4010036199519238,0.598936820489795,54,0.5600291544852908,0.39821234761176894,0.26805768901067767,0.6007162814323297,0.2761008213246505,0,Mobile,Firefox,Canada
1,2002.1253306915107,3,208.52140551861842,0.3060491867326303,227,53,0.46967140100043225,0.6671642608512901,0.5118259458692122,0.4486344663437816,0.7953113870566519,0.5342425795566408,0.2434246706757126,12,0.47033028340804467,0.25339438879262965,0.8016408488566656,0.6123506691847168,0.7108183907847243,0,Mobile,Firefox,USA
12,843.5606563542688,9,171.14252557878993,0.44559614152728566,25,55,0.49093613365480615,0.6382555158167591,0.505703910145054,0.6664515298631583,0.42400382079355503,0.6891909574841049,0.5315822223485771,4,0.7180629697088994,0.42713790068073554,0.5625960901301638,0.6271079494107255,0.6066931851584,0,Mobile,Edge,China
31,357.1339093002044,20,35.28884873761782,0.4249520295849543,7,118,0.3844521062986431,0.5586284386871828,0.47435301683927283,0.45896450248443227,0.6750465503119888,0.2674898784728365,0.4022762533764061,35,0.5324515713874138,0.5576437685610361,0.5058879109125485,0.7001242956555387,0.5618366287861188,0,Mobile,Chrome,Brazil
91,683.5471482978086,23,80.34534486243062,0.333208891905381,40,152,0.3226188462267178,0.4241674122984341,0.2772012552969551,0.42973158925930605,0.6393156528215808,0.4530193222659233,0.5416391611875228,15,0.5214865456787948,0.49761730469872967,0.4445284536287219,0.8266632270334664,0.37943129944747434,1,Mobile,Safari,China
0,124.00667977257083,2,264.65304117551364,0.291395453275,308,103,0.5644068326582798,0.6059391394938739,0.6990625854849664,0.413162697290828,0.6580975755755101,0.5382468362546395,0.5944848776597582,18,0.36531049700046725,0.5868367577710857,0.5333553946238683,0.6069987701186977,0.6183139194357226,0,Mobile,Firefox,China
22,74.8545545899209,9,154.13993728140528,0.4562877044753482,6,24,0.7266548883032223,0.6257830618196929,0.7147140095907766,0.5305753810084778,0.5407924624373913,0.5229552191903019,0.5815707711858189,34,0.47061938781988094,0.5973967041286635,0.42804673621754163,0.5305182985464797,0.34164636493471473,0,Desktop,Chrome,UK
27,509.37721779026754,8,2.5794684597778916,0.5560512770290976,3,132,0.5934390513856743,0.6107981870123799,0.4918642329140951,0.6740217290698695,0.4996012973924391,0.540628851667007,0.4676947855919885,0,0.43319079389914966,0.5646079495267051,0.512521493142743,0.7226692407148622,0.55435277220538,0,Desktop,Safari,UK
9,48.34948956867527,15,131.5544483435831,0.4699245009058812,272,6,0.7076021331911144,0.6778357097842332,0.5803933411484844,0.5778998107875775,0.49434354064414227,0.31985827664602334,0.5898012108375406,28,0.5350709076395784,0.39284004266534645,0.4393856259928793,0.6245674906709362,0.4480542688218281,0,Desktop,Firefox,Canada
14,671.3497277496054,12,84.00944181571225,0.5186684318926702,320,140,0.6012264489321094,0.41920701964375556,0.4987225090610457,0.4480813420975181,0.4846689152161091,0.37312315645898736,0.439275775295891,12,0.4823073078410786,0.5574508585177683,0.43775727730779407,0.6489602521603361,0.6028197779093938,0,Desktop,Chrome,Germany
3,410.4117965859065,9,30.080544948286153,0.3326155764723095,43,177,0.5327863489896927,0.37644029452383415,0.4055695612029471,0.6093798633803964,0.47970780757663245,0.46779503479622325,0.6034780370814722,18,0.38316151680847416,0.5339749398883153,0.4619747843791729,0.6607238340275803,0.42756244503525553,1,Mobile,Edge,USA
29,1218.585206882067,1,13.222885674303878,0.16990480568455,380,13,0.325100370114362,0.5235910896469854,0.6337803248288534,0.3367520371479072,0.696392412173414,0.6586722389629387,0.7374187857070205,0,0.49192682206504046,0.3930677940308711,0.5411419334581175,0.6908831627075964,0.38081730147911785,0,Desktop,Firefox,Canada
10,59.54817210889563,3,316.05919622485595,0.3354079619794028,31,8,0.4548226588589588,0.7656584785608669,0.5668582000094575,0.5794253523406176,0.6514923189459001,0.545754550964931,0.45523144511293606,22,0.4936111223871518,0.65536681678607,0.687073822587402,0.5776303707148951,0.645253702267821,0,Mobile,Other,India
6,107.8647306234929,8,243.43382343077127,0.6145071766506551,1,56,0.6477004336060214,0.5503690468789803,0.4657306160535976,0.6360577498762087,0.455493482858354,0.4298400045062348,0.48530567350295273,14,0.6239477697085711,0.4949059865141965,0.41048721129761223,0.38510647645014395,0.45700552896325014,0,Desktop,Chrome,France
76,1148.7811037895528,7,123.57123628241712,0.5204052885017845,44,278,0.37643764509048244,0.5111002281989258,0.6346380628499594,0.6029130944257073,0.5003076294607923,0.5086729819424848,0.4825687594742144,1,0.6392137840689923,0.43944263265622024,0.37783699871756654,0.6973437913571299,0.2175537380178805,1,Mobile,Chrome,France
51,198.91830728725864,22,31.223175852630817,0.5452756199712148,291,70,0.6344448242162278,0.4567712849983718,0.41308041293703746,0.5303399576631892,0.339026650954971,0.4849311049445283,0.5194572774233138,21,0.6653008533606282,0.5656798138048129,0.47967086650254565,0.699147813382778,0.7492576087022241,0,Mobile,Chrome,China
88,248.58955255420716,13,155.67377913018723,0.5030387347287936,280,89,0.42102806349434335,0.3431193148803329,0.4935652012967378,0.5309965592444934,0.6161542659847778,0.6229043654801902,0.5824923504497073,31,0.09971724855615913,0.7397389355195431,0.49580049717755315,0.8636223007837601,0.27657862268683975,1,Mobile,Firefox,USA
19,846.9297723539935,9,173.758128469892,0.3941170183152204,363,16,0.583062678135355,0.6686212219864094,0.5173115966488574,0.7062743433395082,0.5815082936317402,0.7627757405854663,0.26089558464929286,29,0.45858844267156723,0.6583588361898618,0.6889244181169968,0.690712182357733,0.745977006092653,0,Mobile,Edge,India
16,915.5317787352142,14,80.50256941289473,0.2671315099581662,207,158,0.7297651349408503,0.5292483214487141,0.33800047309349823,0.6579901267882867,0.5204745688680029,0.37765499847952344,0.44265771652601754,14,0.26807801637086887,0.403532890162548,0.5656053651250827,0.48259488179423454,0.5239307717973678,1,Desktop,Chrome,USA
14,1063.0733932277924,0,117.07173365063497,0.51044383070094,79,90,0.5797656675175057,0.5517365010237004,0.32819633242647805,0.6423167178001296,0.3685122753271458,0.6933829073480416,0.5501129415074042,4,0.43901287157276675,0.647690622209376,0.5022985097359381,0.7048935985570067,0.6878637373721843,0,Desktop,Firefox,USA
45,114.90243709369518,3,107.07033711144324,0.42772550360185674,41,21,0.6275923328647097,0.2771804433452588,0.49085517487112174,0.3525672679916541,0.662068236533972,0.4813753616669719,0.5532602544753394,31,0.1277373699611246,0.7006843331371195,0.3904910738422212,0.5336903692108981,0.4897218783178934,0,Desktop,Chrome,USA
1,2255.5649112142423,14,27.630602723915104,0.4143865542445461,175,16,0.39983920681347435,0.5873306869762703,0.41727210847463186,0.5305958086292574,0.7285042180356183,0.48126704676221804,0.416615794840291,27,0.45240856156859177,0.5121263516783415,0.7282893936734838,0.48082923548520956,0.5785116612226289,0,Desktop,Chrome,Canada
20,270.6219428659535,1,264.15865868288006,0.524920895089416,39,120,0.729444870216655,0.6571171379291184,0.4341582265803186,0.3733637311333846,0.5070580904177034,0.5086612512809294,0.347768801926201,3,0.5277325166592611,0.31408358827183674,0.5961091585903725,0.6887701199941809,0.7177830540648813,0,Desktop,Firefox,UK
22,118.88191764766796,17,131.833312882025,0.5362987095551968,88,82,0.7288112465198264,0.548297638760833,0.5499876015558905,0.5561374967417356,0.4153301481360007,0.3864643349815035,0.5688561165911891,46,0.5556828191088545,0.555826066174458,0.324483050422936,0.6151571188926144,0.4104732005777323,0,Desktop,Edge,USA
8,846.9029306095634,13,191.00884821463237,0.43982046113876366,230,3,0.6359557061057768,0.529901184585336,0.5229617419029069,0.4446161115032841,0.575410007740741,0.6386867588721996,0.5448108013914669,17,0.49923404288667017,0.6366581980998705,0.5274207388012647,0.5130861667782395,0.5846225969395794,0,Mobile,Firefox,USA
43,921.0058033991736,13,5.780296536373585,0.4818036184486136,217,77,0.617282618799016,0.6017194210302078,0.5644690133504857,0.5669483612244957,0.6079214079341901,0.33724336770257896,0.43934636335856525,9,0.38573543126633325,0.4895755416397055,0.43360004414512876,0.5796684811053793,0.45415718669104216,0,Mobile,Chrome,UK
6,882.9020547166714,4,208.70678570843558,0.45104734371436844,494,55,0.6093633642521028,0.5526349638472934,0.533947094411299,0.5023505040358952,0.6082880598886506,0.5751771412286499,0.32429535405361776,25,0.4537434833313757,0.5899200357539881,0.578341698737683,0.5338268687439639,0.5892041800884822,0,Desktop,Other,Germany
47,1146.7024987206157,6,8.702182923246164,0.4743657513910186,13,89,0.44432573681845006,0.7320721645162325,0.5733036311671341,0.5790090425303939,0.7626183501144754,0.5044794257333577,0.3078704463816939,31,0.2776189406240373,0.47332708135907503,0.7380565340224405,0.7577367164879855,0.5485353676313197,0,Desktop,Firefox,Canada
29,792.4545563834422,0,24.174639755415672,0.34726481574532764,291,37,0.5285467148335742,0.45054450313948535,0.5965242441122728,0.4285711578744715,0.6116295306203047,0.6497804555054272,0.6498971114766269,5,0.4112503236689485,0.5019192456600919,0.4601221855219275,0.5285222898780164,0.3727489885440824,0,Desktop,Chrome,UK
26,1625.5295194497012,16,265.67228708139754,0.36877303581315984,178,46,0.45794996445999464,0.6745393389134741,0.30269913957776945,0.20967841821955963,0.7622709143439486,0.5721426711153696,0.36668346406351504,7,0.5399811227913924,0.620012786726356,0.6151547906036635,0.5834340822729609,0.6347593739438142,0,Tablet,Chrome,Brazil
51,485.69489442688007,1,148.77927562977902,0.5393372023061278,256,81,0.44462514854548313,0.5299970391692789,0.4855991720066691,0.5943395539313968,0.6412890487041287,0.5392302998247676,0.26719378103551544,4,0.4873826260276994,0.7863851378437879,0.5660624389250594,0.5576042768796448,0.4930396886013645,0,Mobile,Safari,USA
16,998.6847288174181,17,242.50225754460763,0.46368863847457353,67,53,0.43629795157184825,0.35782295648208795,0.4516186447157554,0.3738603551675961,0.5419687621647028,0.3598185706143351,0.6402249392285927,3,0.46271397970773454,0.4054281292556507,0.49283680887258186,0.7082820718952888,0.5149610819641802,0,Mobile,Safari,USA
1,525.5940178682505,8,273.6645029533419,0.49611760563845747,38,2,0.45711798500325984,0.5626354478903912,0.3911533087509104,0.41114660111791906,0.6621117528992221,0.41408055299811586,0.45042081270140094,21,0.5088275447219711,0.4971555710781841,0.6528956950105811,0.5997854883262902,0.5687071191389491,0,Desktop,Chrome,India
25,2562.963760335486,4,254.37983135592262,0.5061938614338188,43,331,0.67383172014826,0.5648550398621288,0.20256792676129137,0.48095379550194123,0.5062747961262701,0.8425085794817189,0.606579288276071,37,0.651799371140415,0.6013535867204273,0.5487491753608742,0.5533545663469385,0.5779788445523799,0,Desktop,Chrome,USA
38,660.6171042949377,8,162.95622903902938,0.42705125376743797,180,3,0.6737900998370545,0.8261612585750463,0.500470579007896,0.5870916231770509,0.6360889572136514,0.597616530672466,0.40370910843407615,22,0.5497096285616131,0.5977812536052234,0.626330200985865,0.5878428661848263,0.5867729340530978,0,Desktop,Chrome,Germany
8,885.0623228704513,20,8.864501108692671,0.5454785486994036,308,99,0.552452309343493,0.643685196290093,0.41403718420017205,0.7023264491931277,0.47871709759497505,0.478747079436581,0.3820851342433038,5,0.6694392167454061,0.4997458778160906,0.5684702907611096,0.592578288180919,0.6254578964541498,0,Mobile,Chrome,USA
3,430.9894638394595,0,263.97693717093796,0.4672916003064977,248,99,0.7894329115008576,0.6437468214838598,0.6098603355358668,0.4129041257907438,0.6619745106766896,0.6222880511127408,0.41285120511498524,18,0.3570947133357452,0.3504242766037006,0.5928835042943449,0.48902245490082846,0.6366822061540122,0,Desktop,Firefox,USA
13,176.51499483791656,4,172.88988982820624,0.4269742165665487,264,145,0.6265795739851302,0.5875904119624763,0.46987447922466746,0.2294275320574571,0.6996442451123819,0.5800442186425797,0.5257092477594755,18,0.3892887777312873,0.4301653470998013,0.6019201161361205,0.7220282473060068,0.553292822671464,0,Mobile,Chrome,France
12,725.7586616128156,6,40.13730155136694,0.4116891577467901,114,58,0.5540490604910978,0.7119560185944507,0.477810585229115,0.5341122085929338,0.6253506732954718,0.5174678534671318,0.6177068022238905,28,0.3352010136994219,0.5551704300289081,0.6665195566877664,0.6059019394346675,0.4863938688602993,0,Mobile,Edge,USA
11,926.1977603626761,22,271.37538291465324,0.6005615805185052,279,60,0.5577697099462193,0.5803408616872532,0.4435544689021177,0.6109168821850027,0.4536136221856526,0.4471091556546244,0.5232613575299537,3,0.4869646999772694,0.4858511475796433,0.49267839419515363,0.6740417176992543,0.5262387758508912,0,Tablet,Edge,USA
26,232.2287861698188,4,106.25105150895433,0.48175205424161793,334,55,0.5072685138707934,0.5298908707714807,0.489066501412399,0.413381487146954,0.671445581454367,0.3988814026851699,0.480965519467984,1,0.40927153627853785,0.6085104700960423,0.5458085293098486,0.6302929862114457,0.43872689175419316,0,Desktop,Chrome,Canada
24,409.77653913097043,2,281.40532417084177,0.41215767808960163,239,160,0.6662860386611816,0.6043953994155913,0.5256306830494379,0.3914666472384554,0.671351612126588,0.5674799439559135,0.5348692892797265,40,0.4316573886008002,0.505098661604313,0.523242186153536,0.6219260316731947,0.538104515716065,0,Mobile,Edge,USA
13,924.5944216331137,3,57.79442473553152,0.3706513309164125,202,149,0.4017619870153437,0.5573119215150701,0.7879407069877704,0.6237260563162085,0.6061289998708065,0.25238575579890943,0.6367188739264839,10,0.3305783779194634,0.5093689049909931,0.4860843114377434,0.5576574955329329,0.4657222313598552,0,Desktop,Chrome,India
4,317.3585511419805,9,22.797377955421947,0.5103063651757384,148,67,0.23433284427339546,0.5077617555039406,0.38175379941019677,0.6251733266226346,0.649052534281264,0.4244037234717801,0.3413846220315994,20,0.5922208015170461,0.4770781360111297,0.7781608880500668,0.6235629505423526,0.5469655740866464,0,Mobile,Chrome,Germany
0,1250.1973550263428,17,117.28672220026532,0.49341491338024274,180,134,0.4929180793975854,0.4745151945040042,0.4086702705719221,0.49840102683700566,0.5240318183238888,0.38438108629897416,0.4802300308009865,49,0.5095720681266346,0.591168784779845,0.5159483027952809,0.6406482607558299,0.554123371880676,0,Desktop,Firefox,USA
2,561.4935614439271,6,145.51025282080204,0.3930357637259738,345,43,0.5194197895000184,0.4191413328784879,0.5997959791265077,0.3747703326971123,0.6236406298092624,0.4054561447400986,0.6651350734623509,29,0.435963559070475,0.49960120654524337,0.4786614256549185,0.539342767293378,0.3407787760543715,0,Mobile,Chrome,France
9,1670.7432879336834,4,28.924976387324072,0.4829170773967171,139,310,0.5912975616615018,0.5405502392784551,0.2510043773250046,0.4712358549699769,0.5606751659573839,0.3726188316548325,0.6962517964727577,35,0.4977865997715735,0.6763162134574866,0.522863047570936,0.5135519904176592,0.2662411580135791,1,Desktop,Safari,Germany
29,707.0045482283371,8,194.3805978919398,0.5048633792428114,127,43,0.5752345993881638,0.5409713681017784,0.5129679464065895,0.37915966703631093,0.5755496344682512,0.6571089230735503,0.38677875159395814,13,0.541432011711447,0.6342298627453076,0.5994380935587522,0.5342726796278778,0.6588962593078579,0,Mobile,Chrome,USA
3,115.19016260965485,16,111.9563560482238,0.44188402644130037,236,86,0.62091912590044,0.43389077877264937,0.3629958780922026,0.49472973566723566,0.5638055457884875,0.8367192760437954,0.446307112436833,40,0.5133108420312666,0.6035416142717062,0.702153321805948,0.5301002614450409,0.6421042398323549,0,Desktop,Safari,India
40,1397.285102029291,1,167.75307921305372,0.4371956458196731,460,88,0.3509518216545388,0.430425656142911,0.565218454532387,0.5212339976670531,0.653308620411829,0.42033887759461047,0.4654187547019099,24,0.3010024223349534,0.40811827363803566,0.5432413438135067,0.7507761888974501,0.4455222899476943,0,Desktop,Firefox,India
75,949.7112313926726,4,81.68247138550468,0.7884803034600038,352,40,0.4820158085947889,0.6901549911520571,0.32919626449426687,0.83807770330214,0.4711177292119623,0.37314003778616106,0.36691133880411664,0,0.5436796858223082,0.5925278369604018,0.48318782125971793,0.6133490214321435,0.3954660021929374,0,Desktop,Safari,Germany
49,1132.3983228465145,15,2.6143247117745405,0.5092270271871826,59,155,0.6494625200533041,0.5070245925024651,0.25744750586505905,0.41057637101559913,0.5407988538596491,0.6755037868683696,0.5812833469293344,29,0.43532630048242804,0.23597531630565388,0.5678847404595522,0.7677704080133962,0.5258101748382964,0,Desktop,Chrome,India
36,640.5198216603176,16,214.070054613404,0.48238278865023776,97,26,0.3436850579594954,0.6026112884431108,0.2022430934483338,0.2756996913921666,0.7128790098729237,0.47241951507061286,0.13835879954601674,10,0.6537259365056198,0.5724980047402035,0.7876877245313445,0.48864363048500487,0.7832447045441248,0,Mobile,Chrome,UK
9,341.41461852432815,22,125.17662787316127,0.48702792578541243,74,159,0.44291742968536674,0.43653420188181186,0.5527885184084794,0.5624826744023432,0.49422710000321723,0.461179613245299,0.41680657479549177,9,0.6454118683797564,0.2845881710427867,0.4353428726419935,0.56148475789931,0.6102362149823088,0,Mobile,Chrome,USA
11,165.0494806897486,11,225.5210249605355,0.38926449129425944,531,116,0.5790178578567341,0.5883985988805552,0.6704550299767843,0.5120162637042783,0.7102721404883837,0.6554282379457108,0.2984736081548572,5,0.3987898517606882,0.3257444420274342,0.667757979753819,0.5256596299956752,0.5082701081521416,0,Tablet,Safari,Brazil
