click_count,session_duration,pages_visited,time_on_page,click_rate,device_id_frequency,ip_address_frequency,user_agent_score,geographic_anomaly,time_anomaly,click_pattern_score,browser_consistency,device_consistency,referrer_credibility,ad_position_clicks,conversion_likelihood,historical_behavior_score,velocity_score,bot_probability,engagement_score,is_fraud,device_type,browser,country
32,53.05620678229421,20,210.23656596182866,0.7029639081296268,141,150,0.48022141397869156,0.7873951710915678,0.5750678349727885,0.3574545147897248,0.594690853038659,0.2535619440878074,0.12940894242016704,68,0.26752888892602056,0.4606386581638373,0.6500379375457884,0.595417893767512,0.6414927942204289,0,Mobile,Edge,China
20,25.120899344762613,5,32.455847770500725,0.4841980131103924,270,144,0.5709806038823538,0.6490846397547797,0.4285302495667512,0.4519677579321972,0.3371415179691442,0.5884409394897645,0.46011944883504236,24,0.6124078897787365,0.4426775714675375,0.5546033267366358,0.6572999059660366,0.6772017283528706,0,Desktop,Firefox,Canada
4,106.78202733367625,4,123.68997661696434,0.49986666307078803,2,2,0.44116519158423895,0.5012651434087573,0.49925289058709954,0.5087786066472343,0.6633101306757431,0.4014893202078949,0.4849328253717162,12,0.46428305072665205,0.5264073866370339,0.37636173604928885,0.43968083234739513,0.6836274556725326,0,Desktop,Firefox,Canada
9,353.2694909599509,9,72.80711718556492,0.5673741701527866,14,59,0.6087189243580279,0.35484354668176227,0.3909318151514612,0.4829417306623856,0.5557791946900311,0.581020977120642,0.5699065985046634,0,0.42136457639591357,0.36151014241816054,0.41723323303883963,0.6132419126237348,0.35763297469127353,0,Mobile,Safari,Germany
5,83.267461544832,1,115.022535717203,0.6348165777946492,277,10,0.657132924536366,0.49227110418779907,0.46787039874023684,0.7607005841649994,0.4512241332212291,0.4576053524093789,0.4285833941189678,43,0.46887186720612983,0.34283221353358206,0.3548201455988312,0.6911442792956415,0.5604331948848172,0,Mobile,Chrome,USA
4,246.53588657834837,32,74.92364200412277,0.5389556605123486,28,23,0.5452988739895283,0.4884124183867942,0.5725118939314789,0.5000695034512095,0.5397217396745401,0.4225044084515437,0.42245176230373815,6,0.4808098338156618,0.6425210097082159,0.6261575283814479,0.3663517418683153,0.37049279321482204,0,Desktop,Chrome,Germany
6,57.04202511895088,11,201.9916940800751,0.5556694581841892,204,28,0.3617058616261262,0.5676450540500343,0.5881142429882114,0.19600679995643416,0.41619125085422276,0.8663585001642191,0.6523957692033997,53,0.5349716005064323,0.6135897796506629,0.5729261585343528,0.5472223382631225,0.431580181675638,0,Tablet,Chrome,Germany
12,397.13505445445855,5,18.16952361956174,0.6174384787249754,59,95,0.41753822316190137,0.3984719900670368,0.31996861653929376,0.4140363215457509,0.5069127392169588,0.49784470649167734,0.40047068296703814,77,0.48446951221724294,0.45911125722447677,0.3907128979514796,0.48859795546448875,0.5940517989477869,0,Mobile,Chrome,UK
36,128.81770144106272,1,28.521454411996487,0.4493656172505727,163,1,0.4525638593761977,0.5448797721618286,0.5391050928667573,0.40204103702532024,0.4888775584098649,0.5842374360258804,0.5689386118664463,31,0.5556704263769389,0.6980215683738663,0.5025556663628925,0.45829024730931706,0.52129511191705,0,Desktop,Other,USA
7,510.30380781108084,15,46.291143700875516,0.5244982840071492,162,120,0.4813310850686505,0.5806298732633781,0.6613991341262809,0.5068569033422422,0.5619151784308578,0.4036977269407339,0.38155807593392455,12,0.33935605171685607,0.38933435324082916,0.5882710563867222,0.491952132308348,0.6096626995972979,0,Desktop,Chrome,USA
21,430.2897652904317,13,230.6155123506034,0.5907084245313718,9,6,0.5613472259964779,0.6578175726510324,0.7617728462634584,0.4723323306020536,0.5157357721501945,0.45187350677382093,0.4436174586079412,5,0.30426628745867523,0.5701863187771143,0.5778325664627803,0.6036580104482291,0.5561116172103872,0,Desktop,Firefox,USA
25,487.3135795084252,7,120.63955113721606,0.5376809651159721,91,29,0.40234153467236106,0.4373963110927884,0.5066995870258028,0.5148131571719755,0.6015872150529059,0.43899426013691195,0.4384699606537574,60,0.42974499614044076,0.5472359789097081,0.5271231450887484,0.3555480788309727,0.5325443879192204,0,Mobile,Other,France
31,29.5850847748372,10,15.79191456475133,0.6263101225302365,380,20,0.5170408997602128,0.5642773929722729,0.680680475310663,0.6426968906987123,0.4590232915752793,0.6308295853150467,0.4991412261934205,81,0.37916891836795863,0.3340371146181675,0.4127585263496082,0.6778127068291979,0.5680147702251962,0,Desktop,Chrome,Brazil
30,45.14882064760127,6,89.24967639208064,0.37771702779997857,233,213,0.3507467414628238,0.42433991622421585,0.6676077691099063,0.4999199700976372,0.32828291943902765,0.5741182106730293,0.5658832865272521,9,0.57043712765957,0.37458855291591553,0.3383150835719855,0.5882401737955719,0.6029856883642727,0,Desktop,Firefox,India
19,140.45460595238936,2,89.47311992972118,0.5386561375170394,487,43,0.543157910097064,0.3723686302507308,0.384781045986673,0.3929645876970457,0.6110847445294243,0.44279246511907755,0.4358403936078619,11,0.533607004960803,0.4369997105002462,0.5789357826466155,0.5131077544293194,0.6102343787628768,0,Desktop,Chrome,China
34,124.50895118605412,7,192.5217880339347,0.602067708932562,34,5,0.37594157102842857,0.5003409175109179,0.34153342039336126,0.6049407900302217,0.3592811717595618,0.5707466979007995,0.366077575427265,105,0.7062126848541718,0.582723583256176,0.43132140240900574,0.47929272008301954,0.46428019955599353,0,Mobile,Chrome,UK
20,280.58942963851814,3,354.13599775555457,0.5270518503441164,75,20,0.4511295782432922,0.5768455188339987,0.46546339893987476,0.3744905296813653,0.5904515346837986,0.42855399419861495,0.5276178253596454,7,0.29817498593074104,0.6445157152397694,0.6112825436547386,0.6296272305893399,0.4677654393999055,0,Desktop,Chrome,Germany
16,337.02969703026343,9,38.03138275280149,0.4684410206105427,124,52,0.5883285336240275,0.5910159660764627,0.4570134069952009,0.5240238385437568,0.5426185035142261,0.5019965062467199,0.5142533279428484,31,0.41771407003019895,0.5021153187176167,0.6376854709020991,0.5104705035069514,0.5421109622980145,0,Desktop,Firefox,Canada
6,81.53220893263246,12,206.99647328455288,0.45884495876284903,305,28,0.3868438393607301,0.5061129593914355,0.2525407224601746,0.25968238614532774,0.7625819558617628,0.5282823947959914,0.5849451428752956,33,0.3556135175458974,0.6042494482060335,0.5626932348709162,0.3156005971413395,0.5416909370028619,0,Mobile,Chrome,Germany
12,147.01605424886014,19,8.63415315925143,0.3298840899279222,41,197,0.37362155651167844,0.5959653821196735,0.33605336451178197,0.4590325341973867,0.5390517012264782,0.4407098641010416,0.37268349530387723,26,0.5541227018069526,0.39468505084882866,0.8520416869722511,0.38921316275986667,0.4738129422025214,0,Mobile,Firefox,China
19,170.8653754207092,15,96.35788958345887,0.5039593414848231,278,129,0.3850139567567975,0.607078636409708,0.6251465854940623,0.7041732284550748,0.5711863056039781,0.3810754834693776,0.33441827544975805,29,0.5242460878489364,0.4378219923516027,0.5757903689731609,0.4390375006475301,0.5374339807726662,0,Mobile,Safari,China
